id,first_name,last_name,email,sex,birthday,category_preference_id,street,house_number,city_id,is_premium
485,Maximilian,Kugler,kuglermaximilian@icloud.com,m,1993-12-19 00:00:00,7,Lerchenweg,8,131,0
486,Anette,Müller,a.mueller@web.de,w,1968-11-10 00:00:00,9,Kolpingstraße,75,763,1
487,Frank,Walther,frank.walther@1und1.de,m,1989-06-29 00:00:00,10,Akazienweg,29,401,0
488,Andrea,Neumann,andrea_neumann@yahoo.mail,w,1964-04-13 00:00:00,1,Prinzenstraße,5,2832,1
489,Stefan,Berger,stberger@gmail.com,m,1989-07-15 00:00:00,3,Hans-Bethe-Straße,103,1638,0
490,Erika,Schäfer,erika_schaefer@gmail.com,w,1966-07-15 00:00:00,7,Marienstraße,182,1889,1
491,Claudia,Hornung,claudiahornung62@web.de,w,1962-03-13 00:00:00,4,Kirchgasse,7,585,1
492,Judith,Hoch,hoch-judith@gmail.com,w,1981-03-07 00:00:00,3,Illstraße,26,2014,1
493,Christopher,Weber,weber.c@freenet.de,m,1987-11-17 00:00:00,6,Hufelandstraße,71,1933,0
494,Linus,Gärtner,linus_gaertner@web.de,m,2004-09-08 00:00:00,10,Corveyer Straße,149,847,0
495,Laura,Mahler,l.mahler1990@gmx.de,w,1990-11-16 00:00:00,3,Kirchstraße,51,765,1
496,Jan,Herrmann,j.herrmann@1und1.de,Keine Angabe,1992-06-19 00:00:00,7,Ulmenweg,39,1234,0
497,Nils,Heinz,heinz.nils@gmail.com,m,1982-04-20 00:00:00,1,Hildegardstraße,22,1297,0
498,Lea,David,le.david@gmail.com,w,1998-04-19 00:00:00,12,Zum Rot,18,2869,1
499,Christian,Schulte,christian_schulte@gmx.net,m,1995-09-10 00:00:00,2,Heideweg,2,1084,0
500,Maximilian,Schmitz,maximilianschmitz95@icloud.com,m,2004-01-06 00:00:00,6,Grifter Straße,12,849,0
501,Dorothee,Link,dorotheelink@yahoo.de,w,1965-12-18 00:00:00,9,Kirchstraße,69,811,1
502,Petra,Herzog,petra.herzog1969@outlook.com,w,1969-11-30 00:00:00,12,Lindenweg,43,496,1
503,Alina,Wetzel,alinawetzel@me.com,w,1993-07-02 00:00:00,10,Rosengraben,40,1721,1
504,Martin,Kopp,m.kopp66@web.de,m,1966-04-21 00:00:00,7,Bachstraße,68,2838,0
505,Timm,Peters,timm_peters@gmx.net,m,1992-12-10 00:00:00,10,Hohensolmser Weg,55,1159,0
506,Petra,Köhler,p_koehler@t-online.de,w,1967-02-07 00:00:00,7,Auf der Windhecke,51,3359,1
507,Constantin,Brockmann,constantinbrockmann1986@icloud.com,m,1986-08-23 00:00:00,12,Kirchplatz,11,201,0
508,Charlotte,Schulz,charlotteschulz1994@gmx.de,w,1994-09-24 00:00:00,7,Abellstraße,3,69,1
509,Fenja,Falk,f_falk@fenjafalk.com,w,1994-12-09 00:00:00,10,Bachhorststraße,7,691,1
510,Max,Becker,ma.becker@gmx.net,m,1975-09-04 00:00:00,7,Wanebachstraße,165,2061,0
511,Tatjana,Weiß,tweiss@gmx.net,w,1967-04-23 00:00:00,7,An St. Peter,56,2542,1
512,Elke,Baumgartner,baumgartnere1965@web.de,w,1965-07-19 00:00:00,4,Steedener Weg,45,1231,1
513,Lucas,Becker,lucas.becker@gmail.com,m,2000-07-01 00:00:00,5,Auf der Rothecke,76,1994,0
514,Jannek,Grundmann,jannek.grundmann1997@gmx.de,m,1997-06-11 00:00:00,5,Lerchenweg,1,3232,0
515,Marco,Fischer,marco-fischer80@gmail.com,m,1980-06-12 00:00:00,8,An der Heid,66,3222,0
516,Janin,Stock,janin_stock@yahoo.de,w,1989-12-02 00:00:00,10,Leipziger Straße,13,409,1
517,Tobias,Franke,tfranke@t-online.de,m,2000-05-17 00:00:00,11,Markt,7,800,0
518,Jannika,Büchner,buechner.jannika@aol.com,w,1991-05-08 00:00:00,3,An der Kling,27,2074,1
519,Heiko,Müller,heiko.mueller1964@t-online.de,d,1964-04-05 00:00:00,4,Eichenweg,96,1411,0
520,Stefan,Wenzel,stwenzel@swenzel.de,m,1975-12-09 00:00:00,1,Auf der Rothecke,78,832,0
521,Stefanie,Meyer,meyer.stefanie@gmail.com,w,1992-02-16 00:00:00,3,Torwiese,34,2424,1
522,Christina,Wiegand,c.wiegand@gmail.com,w,1987-11-19 00:00:00,8,Eckbertstraße,142,1004,1
523,Larissa,Klein,kleinl@larissa-klein.de,w,1991-04-27 00:00:00,3,Buchhügelallee,134,660,1
524,Lucas,Fries,frieslucas@1und1.de,d,1992-08-06 00:00:00,11,Sonnbergsweg,6,1371,0
525,Susanne,Hagedorn,su-hagedorn@gmail.com,w,1963-12-28 00:00:00,9,Waldsteiner Hof,13,1773,1
526,Christian,Scheel,christian.scheel@yahoo.de,m,1986-07-18 00:00:00,12,Wilsenröther Straße,14,220,0
527,Anna,Geisler,anna_geisler@web.de,w,1988-10-10 00:00:00,,Rosengraben,33,1439,1
528,Melissa,Dietrich,melissa.dietrich@1und1.de,w,1990-11-30 00:00:00,4,Richtergasse,2,139,1
529,Steven,Volk,steven-volk@1und1.de,m,1998-08-26 00:00:00,10,Am Hinkelhaus,48,433,0
530,René,Krämer,renekraemer@gmail.com,m,1989-01-31 00:00:00,8,Himmelsleiter,63,1299,0
531,Julian,Unger,julian.unger2003@web.de,m,2003-11-03 00:00:00,10,Pestalozzistraße,54,2608,0
532,Miriam,Böttcher,miriamboettcher@1und1.de,w,1984-09-15 00:00:00,,Paul-Natorp-Straße,14,2887,1
533,Kirsten,Esser,kirsten.esser@kesser.de,w,1978-07-15 00:00:00,8,Urbanstraße,22,298,1
534,Charlotte,Klinger,charlotte_klinger1997@gmail.com,w,1997-05-21 00:00:00,10,Georg-Moller-Weg,12,1136,1
535,Philipp,Horn,horn.philipp@gmx.de,m,1994-03-10 00:00:00,,Kirchplatz,56,1464,0
536,Adrian,Brandt,adrian-brandt2000@web.de,m,2000-09-21 00:00:00,10,Am Pfarrhaus,145,1084,0
537,Hasan,Schmid,hasan.schmid71@gmail.com,m,1971-11-29 00:00:00,10,Danziger Straße,88,1827,0
538,Lutz,Huber,lutzhuber@web.de,m,1975-11-25 00:00:00,4,Hans-Bethe-Straße,5,2197,0
539,Wiebke,Reinhard,wireinhard34@web.de,w,1971-06-30 00:00:00,7,Im Brombeerfeld,36,1075,1
540,Marcus,Krebs,m.krebs1974@freenet.de,m,1974-05-07 00:00:00,1,Am Kreuzweg,18,3293,0
541,Barbara,Scharf,barbarascharf1987@web.de,w,1987-04-15 00:00:00,3,Hochstadtweg,104,510,1
542,Anette,Lindner,a.lindner1967@t-online.de,w,1967-09-19 00:00:00,4,Kirchweg,61,508,1
543,Victor,Fischer,fischer.victor1993@t-online.de,Keine Angabe,1993-04-19 00:00:00,7,Mutter-Teresa-Straße,51,660,0
544,Leonie,Herrmann,leonie_herrmann04@yahoo.mail,w,2004-01-15 00:00:00,12,Dietrich-Bonhöffer-Straße,19,217,1
545,Ayleen,Rupp,ayleenrupp1986@mail.de,w,1986-05-02 00:00:00,3,Petersgasse,107,93,1
546,Maria,Müller,muellermaria68@gmx.net,w,1968-07-02 00:00:00,2,Am Galgenkopf,12,735,1
547,Selin,Müller,selin_mueller@gmx.de,w,2004-07-03 00:00:00,10,Schillerstraße,29,1181,1
548,Vladimir,Linke,vl-linke75@gmail.com,m,1975-08-30 00:00:00,4,Blockhaus Obernberg,4,1031,0
549,Jan,Wieland,jan-wieland@gmail.com,m,1999-11-09 00:00:00,13,Solleweg,75,1242,0
550,Kim,Weiler,kimweiler@gmx.net,w,1999-03-17 00:00:00,10,Gabelsbergerstraße,27,1250,1
551,Stefan,Frank,s.frank@yahoo.de,m,1986-03-22 00:00:00,3,Untere Torstraße,10,1027,0
552,Sabrina,Bode,sabrina.bode@t-online.de,w,1988-05-06 00:00:00,3,Liederbachstraße,16,1810,1
553,Nadine,Mahler,nmahler@web.de,w,1987-04-10 00:00:00,4,Fasanenweg,48,1558,1
554,Niklas,Bauer,nbauer98@freenet.de,m,1998-11-06 00:00:00,10,Vor der Kirche,3,979,0
555,Ariane,Schneider,ariane.schneider@-schneider.de,w,1989-05-19 00:00:00,3,Filzweg,63,2030,1
556,Stefanie,Blum,stefanie_blum@gmail.com,w,1980-08-05 00:00:00,1,Im Prüfling,10,2338,1
557,Jamie,Seidel,jamieseidel@web.de,m,2004-12-11 00:00:00,,Hof Brühl,28,2182,0
558,Rico,Zimmermann,rico.zimmermann@t-online.de,m,1984-03-19 00:00:00,9,Am Zwenger,36,1382,0
559,Evelin,Fuchs,fuchs.evelin67@t-online.de,w,1967-11-20 00:00:00,4,Mittelstraße,31,602,1
560,Quentin,Engelmann,quentinengelmann@gmx.net,d,2004-10-29 00:00:00,11,Hochlandstraße,167,21,0
561,Gesa,Seiler,gesa-seiler85@gseiler.org,w,1985-11-07 00:00:00,3,Matthias-Claudius-Straße,139,1800,1
562,Korinna,Junge,kjunge@gmx.de,w,1994-04-20 00:00:00,7,St.-Muffert-Weg,100,31,1
563,Claudia,Schulz,schulz.c1986@1und1.de,w,1986-02-27 00:00:00,3,Burgundenring,42,510,1
564,Lena,Benz,lena.benz@gmail.com,d,1987-10-10 00:00:00,8,Am Rechten Weserufer,14,2060,0
565,Jenny,Peter,je-peter1990@gmx.de,w,1990-10-10 00:00:00,8,Am Wilmenried,192,1871,1
566,Janina,Voß,jvoss@icloud.com,w,1977-03-24 00:00:00,12,Victor-Gollancz-Weg,23,638,1
567,Sebastian,Neumann,sebastian_neumann@gmx.de,m,1987-08-12 00:00:00,8,Karlshofstraße,54,1314,0
568,Paula,Neumann,neumann_paula@gmail.com,w,1999-05-06 00:00:00,10,Unterer Grasweg,1,1893,1
569,Antje,Krämer,antjekraemer@gmx.net,w,1956-06-25 00:00:00,6,Im Roten Bach,123,7,1
570,Jan,Hofmann,janhofmann81@web.de,m,1996-10-12 00:00:00,10,Am grünen Herrenweg,20,3377,0
571,Sylwia,Zink,sy.zink1984@gmail.com,w,1984-03-31 00:00:00,12,Auf der Reitbahn,96,255,1
572,Michaela,Kock,michaelakock@outlook.com,w,1979-03-07 00:00:00,8,Ringstraße,45,1750,1
573,Daniel,Grabowski,d.grabowski84@aol.com,m,1984-07-22 00:00:00,8,Nordecker Weg,22,1892,0
574,Thomas,Steffens,thomas-steffens96@gmx.de,Keine Angabe,1996-09-03 00:00:00,7,Dietesheimer Straße,13,1462,0
575,Sebastian,Seitz,seseitz@gmx.de,m,1982-09-14 00:00:00,3,Im Winkel,97,2017,0
576,Lena,Wittmann,lenawittmann@icloud.com,d,1999-10-19 00:00:00,10,Schloßwaldweg,39,2091,0
577,Christoph,Müller,christophmueller92@1und1.de,m,1992-06-10 00:00:00,10,Mundipharmastraße,6,1949,0
578,Hendrik,Lange,lange.hendrik1979@gmail.com,Keine Angabe,1979-06-11 00:00:00,8,Industriestraße,63,2142,0
579,Manuel,Kling,mkling@t-online.de,m,1975-06-11 00:00:00,3,Brandauer Weg,12,2036,0
580,Dennis,Grimm,dennis-grimm@mail.de,m,1982-12-01 00:00:00,3,Erich-Kästner-Schule,14,1405,0
581,Joanna,Bauer,bauer-joanna@web.de,w,1975-09-29 00:00:00,4,Buchenweg,24,1195,1
582,Karoline,Buschmann,karoline.buschmann@gmail.com,w,1987-09-20 00:00:00,3,Oberaulaer Straße,28,23,1
583,Peter,Barthel,barthel.peter53@gmx.net,m,1953-02-26 00:00:00,6,Kohlwaldstraße,42,709,0
584,Eva,Böttger,eva_boettger@gmx.de,w,1983-02-12 00:00:00,8,Unterer Hellrain,20,1058,1
585,Lilli,Richter,lillirichter@gmail.com,w,2003-07-23 00:00:00,13,Am Lingenacker,2,2011,1
586,Annika,Lutz,lutz.annika88@t-online.de,w,1988-05-17 00:00:00,8,Gewerbepark Untere Au,59,1270,1
587,Sofie,Eckstein,s.eckstein1996@web.de,w,1996-01-16 00:00:00,6,Bachhorststraße,10,1480,1
588,Konrad,Haas,k-haas@gmail.com,m,1997-12-30 00:00:00,5,Ausbachweg,81,2090,0
589,Nina,Schneider,n.schneider@gmail.com,w,1998-07-25 00:00:00,10,Grimelsheimer Straße,12,789,1
590,Lennard,Paul,l_paul@gmail.com,m,2005-12-02 00:00:00,10,Schneidergäßchen,6,2952,0
591,Julia,Schüler,schueler_julia1984@gmx.de,w,1984-11-26 00:00:00,3,Am Menzog,4,2465,1
592,Susanne,Kellner,skellner@t-online.de,w,1975-05-27 00:00:00,1,Meisenweg,42,960,1
593,Klara,Stark,klarastark2000@web.de,w,2000-06-19 00:00:00,12,Waldstraße,13,658,1
594,Natascha,Lenz,lenz.natascha@icloud.com,w,1992-05-07 00:00:00,1,Vor dem Wiesenborn,127,1835,1
595,Max,Forster,forstermax@gmail.com,m,1991-11-15 00:00:00,12,Frühlingsweg,30,2388,0
596,Martina,Schulze,mschulze1972@gmx.de,w,1972-11-18 00:00:00,9,Schlosspark,110,1638,1
597,Anna,Haase,annahaase@1und1.de,w,1996-04-25 00:00:00,7,Am Sandring,42,1859,1
598,Julia,Weber,jweber@outlook.com,w,1990-06-08 00:00:00,4,Schwalbenweg,20,289,1
599,Mats,Schnabel,ma_schnabel@gmx.net,m,2004-12-31 00:00:00,10,Im Grundsee,49,2443,0
600,Klara,Oswald,kl_oswald2002@gmail.com,w,2002-01-09 00:00:00,12,Im Geidelbach,96,739,1
601,Artur,Mader,a_mader1998@t-online.de,m,1998-06-03 00:00:00,5,Hahnhof,85,1732,0
602,Patrick,Voigt,voigt.pa97@gmail.com,m,1997-09-21 00:00:00,5,Sonnbergsweg,4,1979,0
603,Ilona,Hildebrandt,hildebrandtilona@gmx.de,w,1956-03-30 00:00:00,6,Von-Schildeck-Straße,181,1492,1
604,Hendrik,Hahn,hahn.hendrik64@outlook.com,m,1964-06-23 00:00:00,4,Unterer Hellweg,57,1515,0
605,Julia,Werner,juwerner54@gmx.net,w,1981-06-09 00:00:00,3,An der Kolonie,21,1757,1
606,Janine,Martin,janinemartin@freenet.de,w,1993-01-03 00:00:00,7,Am Buch,5,1859,1
607,Philipp,Gärtner,philipp-gaertner@gmail.com,m,1996-04-09 00:00:00,,Hahnenbuschstraße,16,572,0
608,Georg,Schneider,georg_schneider@-schneider.de,m,1951-03-25 00:00:00,6,Zum Oberfeld,9,1858,0
609,Fabian,Hannemann,fabian.hannemann1988@1und1.de,m,1988-02-08 00:00:00,8,Kirchstraße,81,3367,0
610,Marco,Fischer,marcofischer79@t-online.de,d,1979-04-20 00:00:00,8,Lindenstraße,13,2485,0
611,Mohammed,Barth,mohammed.barth03@gmail.com,m,2003-11-07 00:00:00,10,Bussardstraße,37,1140,0
612,Jan,Scholz,janscholz1981@outlook.com,m,1981-01-17 00:00:00,3,Dorfplatz,36,2667,0
613,Jörg,Nguyen,joerg_nguyen@gmx.net,m,1967-03-19 00:00:00,,Nelkenstraße,68,1931,0
614,Sabine,Böttcher,sabine.boettcher61@gmx.net,w,1961-07-08 00:00:00,4,Blumenstraße,127,2031,1
615,Manfred,Becker,m.becker64@gmx.de,m,1964-10-24 00:00:00,9,Schützenstraße,122,461,0
616,Bastian,Hoffmann,bastian.hoffmann74@web.de,m,1974-05-25 00:00:00,8,Buchenweg,77,2004,0
617,Max,Witte,max.witte@outlook.com,m,1997-03-14 00:00:00,7,Konroder Straße,27,2150,0
618,Lutz,Schulte,luschulte@gmx.de,m,1960-11-17 00:00:00,10,Steingassgärten,34,621,0
619,Annika,Linke,a.linke@gmx.de,w,1985-09-11 00:00:00,8,Veilchenweg,150,423,1
620,Mike,Maier,mmaier87@gmail.com,m,1987-08-10 00:00:00,3,Unterm Goldbachshain,52,618,0
621,Karen,Jakobs,jakobsk1969@gmx.de,w,1969-10-10 00:00:00,7,Akazienweg,29,395,1
622,Anna,Lechner,anlechner@t-online.de,w,1991-04-14 00:00:00,2,Rauschpennstraße,81,277,1
623,Adrian,König,adriankoenig12@gmail.com,m,1986-11-21 00:00:00,8,Frankenheimer Straße,10,1303,0
624,Christian,Bär,cbaer@gmail.com,m,1976-11-21 00:00:00,4,Riemenstädterweg,3,1057,0
625,Constantin,Stumpf,c.stumpf@freenet.de,m,1986-12-10 00:00:00,8,Bahnhofstraße,8,2266,0
626,Imke,Vogel,vogel_imke@me.com,w,1979-04-15 00:00:00,3,Niedergärten,40,1562,1
627,Katja,Müller,muellerkatja1990@gmx.net,w,1990-09-03 00:00:00,3,Im Erlenfeld,21,1370,1
628,Wilfried,Bernhardt,wilfriedbernhardt1961@gmx.net,m,1961-11-21 00:00:00,1,Solinger Straße,17,1656,0
629,Natascha,Noll,nnoll@gmx.net,d,1975-02-14 00:00:00,9,Neuschloßstraße,3,677,0
630,Henning,Reichert,henningreichert04@web.de,m,2004-05-18 00:00:00,5,Im Alten Bach,54,2341,0
631,Leon,Trautmann,le-trautmann@gmx.de,m,1990-05-06 00:00:00,8,Lempstraße,6,384,0
632,Sabrina,Hoffmann,hoffmannsabrina@yahoo.de,w,1966-05-01 00:00:00,4,Hardertsmühle,6,1205,1
633,Enrico,Schulz,enrico.schulz@web.de,m,1981-07-25 00:00:00,8,Horloffstraße,11,2476,0
634,Nicole,Hanke,nicolehanke1970@outlook.com,w,1970-06-16 00:00:00,9,Ahornweg,81,1735,1
635,Jan,Krüger,jan.krueger@freenet.de,m,2002-07-30 00:00:00,,Am Sportplatz,75,1349,0
636,Hermann,Böhm,h.boehm@gmx.de,m,1967-05-16 00:00:00,4,Eichwiesstraße,24,130,0
637,Leonardo,Hecht,leonardo-hecht2000@mail.de,m,2000-04-12 00:00:00,12,Dorfstraße,18,2235,0
638,Kim,Groß,kimgross27@t-online.de,w,2000-04-06 00:00:00,10,Vor dem Wehrgras,6,2225,1
639,Lennard,Kuhlmann,l.kuhlmann@gmx.de,m,2004-11-30 00:00:00,9,Nordstraße,21,1891,0
640,Manuel,Strobel,manuelstrobel86@t-online.de,m,1986-06-10 00:00:00,8,Pfingstweid,12,1817,0
641,Deniz,Weber,weber_de@gmx.de,m,1988-12-12 00:00:00,3,Spanröse,33,1558,0
642,Gabriele,Walther,walthergabriele1966@yahoo.mail,w,1966-10-06 00:00:00,4,Corveyer Straße,26,1920,1
643,Thilo,Fuhrmann,thilofuhrmann@gmx.de,m,1962-06-02 00:00:00,4,Salzgasse,32,1780,0
644,Jannes,Jürgens,juergens-jannes1992@gmx.de,m,1992-01-13 00:00:00,3,Am Giebel,16,1677,0
645,Christina,Müller,christinamueller1981@web.de,w,1981-08-19 00:00:00,8,Felsberg,3,2189,1
646,Kevin,Lemke,klemke95@icloud.com,m,1995-05-03 00:00:00,7,Am Wilmenried,194,705,0
647,Birte,Braun,birte-braun@mail.de,Keine Angabe,1980-07-17 00:00:00,3,Im Storchennest,20,1420,0
648,Sibylle,Schütze,sibylleschuetze@gmx.de,w,1964-02-09 00:00:00,7,Am Müllerwäldchen,81,1176,1
649,Michael,Jansen,michaeljansen@1und1.de,m,1990-10-27 00:00:00,,Jahnstraße,65,78,0
650,Mario,Bauer,mario_bauer53@gmail.com,m,1953-11-08 00:00:00,6,Dachsweg,19c,724,0
651,Christin,Schmidt,christin_schmidt@-schmidt.de,w,1986-11-09 00:00:00,12,Unter der Böhl,49,252,1
652,Cathrin,Winkler,cathrin_winkler@gmail.com,w,1985-05-11 00:00:00,3,Hinter dem Schlädchen,11,50,1
653,Manuela,Hertel,manuela.hertel@outlook.com,w,1983-05-14 00:00:00,3,Unterm Laufholz,9,2333,1
654,Jannes,Meyer,jmeyer1993@yahoo.de,m,1993-07-04 00:00:00,10,Zum Rotacker,25,1807,0
655,Melanie,Köster,melaniekoester@1und1.de,w,1999-06-16 00:00:00,10,Wittigstraße,24,2143,1
656,Pia,Gerlach,pia-gerlach@gmx.de,w,2006-07-31 00:00:00,10,Ginsterweg,35,386,1
657,Stefan,Stamm,stefan-stamm@outlook.com,m,1987-09-03 00:00:00,8,Ahornweg,23,1768,0
658,Swen,Simon,swensimon@gmx.net,m,1978-02-14 00:00:00,11,Lattwiesenweg,2,1404,0
659,Andreas,Körner,koernera@web.de,m,1972-03-05 00:00:00,5,Kegelbann,52,1897,0
660,Christoph,Schulz,christoph_schulz98@gmx.de,m,1998-06-19 00:00:00,5,Roosevelt Avenue,84,1326,0
661,Marina,Müller,marinamueller@gmx.de,w,1968-03-30 00:00:00,2,Burggraben,11,1799,1
662,Jan,Christiansen,jchristiansen@gmx.de,m,1995-09-04 00:00:00,6,Zum Walberg,26,1898,0
663,Alicia,Schneider,schneider-alicia@gmail.com,w,1991-02-18 00:00:00,3,Am Pfingstbrunnen,1,2456,1
664,Victor,Schuster,victor_schuster69@1und1.de,m,2003-01-25 00:00:00,5,Jahnstraße,5,1235,0
665,Lucas,Schreiber,lucasschreiber@gmail.com,m,2002-11-05 00:00:00,9,Hedwig-Dohm-Weg,7,2678,0
666,Sven,Brenner,s.brenner@gmx.de,m,1992-10-03 00:00:00,7,Raststätte Langen-Bergheim West,39,1652,0
667,Britta,Steffen,steffenbritta1969@yahoo.de,w,1969-07-18 00:00:00,7,An den Herrenhäusern,78,2731,1
668,Christopher,Marx,christophermarx@gmail.com,m,1998-10-20 00:00:00,5,Sperlingstraße,27,2857,0
669,Jennifer,Hoffmann,jenniferhoffmann@yahoo.de,w,1997-05-19 00:00:00,12,Illstraße,24,2146,1
670,Michel,Hummel,michel.hummel1993@gmail.com,m,1993-11-06 00:00:00,7,Am Bahnhof,31,1852,0
671,Sabine,Müller,sabinemueller1958@freenet.de,w,1958-09-03 00:00:00,9,Waldstraße,24,1242,1
672,Bernd,Schwarz,schwarzbernd@gmx.net,m,1968-07-09 00:00:00,9,Otto-Kämper-Ring,7,3403,0
673,Frederic,Schindler,fschindler@schindler.de,m,1991-02-09 00:00:00,3,Am Galgenkopf,10,526,0
674,Sara,Riedel,sa-riedel@gmx.de,Keine Angabe,1993-11-19 00:00:00,10,Granfeld,18,1176,0
675,Tina,Burghardt,tina.burghardt7@gmx.de,w,1984-05-25 00:00:00,8,Rosengraben,63,2882,1
676,Kerstin,Ebeling,kebeling@t-online.de,w,1980-03-30 00:00:00,8,Wiesenweg,87,1523,1
677,Joel,Schumann,schumannjoel@j-schumann.de,m,1994-12-21 00:00:00,10,Knappschaftsweg,26,1216,0
678,Vievienne,Brauer,vieviennebrauer90@freenet.de,w,1990-12-14 00:00:00,8,Habermannskreuz,18,1711,1
679,Eileen,Langer,eileenlanger@gmx.de,w,2009-01-05 00:00:00,10,Oberer Rennebaum,48,1450,1
680,Laura,Heidenreich,lauraheidenreich@mail.de,w,1998-10-06 00:00:00,10,Lindenallee,40,413,1
681,Constantin,Eckstein,constantin.eckstein2005@mail.de,m,2005-07-04 00:00:00,5,Am Nordhang,117,652,0
682,Christopher,Bayer,christopherbayer1976@gmx.de,m,1976-03-09 00:00:00,4,Koberner Straße,18,1272,0
683,Johan,Böttcher,j_boettcher@outlook.com,m,1994-12-30 00:00:00,7,Am Steinkopf,123,802,0
684,Jasmina,Wenzel,wenzel.jasmina@gmx.de,w,1984-09-19 00:00:00,8,Alter Graben,8,1570,1
685,Felicitas,Bastian,felicitasbastian@web.de,w,2003-09-16 00:00:00,13,Reichenberger Straße,75,1884,1
686,Danny,Wahl,danny_wahl@web.de,m,2000-10-23 00:00:00,5,Höllgrabenweg,41,553,0
687,Natalie,Werner,natalie.werner@outlook.com,w,1981-07-22 00:00:00,4,Egenrother Weg,15,1109,1
688,Katrin,Scheffler,katrin.scheffler@mail.de,w,1971-02-15 00:00:00,4,Brombacher Weg,112,203,1
689,Oliver,Wagner,oliver_wagner@web.de,m,1994-02-19 00:00:00,10,Elsterpfad,131,315,0
690,Teresa,Lemke,teresa_lemke1993@mail.de,w,1993-05-12 00:00:00,10,Erlenweg,39,845,1
691,Philipp,Winter,winterphilipp@gmail.com,m,1994-11-21 00:00:00,10,Wittigstraße,23,1628,0
692,Lidia,Kaiser,lidiakaiser86@icloud.com,w,1986-06-08 00:00:00,3,Willi-Müller-Weg,58,1731,1
693,Julius,Schulz,juliusschulz1995@yahoo.de,m,1995-11-24 00:00:00,7,Alte Handelsstraße,30,1259,0
694,Maximilian,Heimann,maximilian-heimann@mheimann.de,m,1994-11-18 00:00:00,7,Ullrichsweg,19,881,0
695,Inge,Albers,ingealbers@web.de,w,1969-01-18 00:00:00,4,Zweifalltorweg,6,2127,1
696,Tanja,Kellermann,tanja.kellermann76@gmx.net,w,1976-10-09 00:00:00,4,Kallstädter Talstraße,24,164,1
697,Wiebke,Wolf,wiebkewolf@t-online.de,w,1962-10-15 00:00:00,7,Wilhelm-Witzel-Straße,10,1609,1
698,Michael,Bader,m.bader@gmail.com,m,1977-07-16 00:00:00,3,Neue Straße,39,1002,0
699,Sascha,Sonntag,sascha.sonntag@me.com,m,1997-09-25 00:00:00,,Wolfsstück,20,1779,0
700,Dario,Brinkmann,dbrinkmann@icloud.com,m,1997-07-31 00:00:00,10,Poststraße,68,332,0
701,Daniela,Klein,d.klein72@gmx.net,w,1972-05-28 00:00:00,8,Magellanstraße,25,1507,1
702,Adrian,Franz,adrianfranz03@gmx.de,m,2003-10-23 00:00:00,5,Mühlenstraße,30,1730,0
703,Arne,Schäfer,arschaefer03@web.de,m,2003-03-17 00:00:00,4,Poststraße,38,669,0
704,Daniel,Müller,dmueller@web.de,m,1981-06-30 00:00:00,8,Vernaer Straße,17,1695,0
705,Karen,Raab,karenraab@outlook.com,w,1976-07-31 00:00:00,4,Obere Hasengasse,164,2101,1
706,Anton,Fuchs,antonfuchs@web.de,m,1999-03-14 00:00:00,5,Wachhöhlenweg,164,757,0
707,Jörg,Borchert,j.borchert@j-borchert.de,m,1972-09-13 00:00:00,8,Vorbach,68,1170,0
708,Enrico,Mayer,enrico.mayer@1und1.de,m,1988-05-02 00:00:00,8,Mozartstraße,31,1650,0
709,Valentin,Hinrichs,v-hinrichs@vhinrichs.de,Keine Angabe,1996-04-30 00:00:00,10,Außenliegend 25,2,1115,0
710,Hannah,Schumacher,h-schumacher07@web.de,w,2007-03-17 00:00:00,10,Lerchenweg,46,2007,1
711,Moritz,Heinemann,moritzheinemann08@freenet.de,m,2008-12-25 00:00:00,5,Wacholderweg,1,169,0
712,Claudia,Eckert,eckertc@web.de,w,1974-09-06 00:00:00,4,Kiesbergstraße,7,3505,1
713,Sara,Neugebauer,s_neugebauer53@gmx.de,w,1991-01-31 00:00:00,3,Domäne Wacholderhof,77,9,1
714,Lea,Geyer,geyerlea@icloud.com,w,1981-03-21 00:00:00,8,Tulpenstraße,10,788,1
715,Marco,Meyer,marcomeyer72@t-online.de,m,1972-10-12 00:00:00,11,Weberweg,26,1381,0
716,Hannah,Philipp,philipp.hannah@gmx.de,w,2006-02-28 00:00:00,10,Brombacher Weg,84,2964,1
717,Lorena,Ullmann,ullmann.lorena@gmail.com,w,2000-03-14 00:00:00,12,Mündener Straße,44,491,1
718,Melanie,Wolff,melanie.wolff@t-online.de,w,1968-06-07 00:00:00,7,Im Kitzwinkel,13,3231,1
719,Iris,Ludwig,iris.ludwig@t-online.de,w,1984-02-29 00:00:00,7,Birkenweg,7,2278,1
720,Konstanze,Schönfeld,konstanze-schoenfeld1964@gmx.de,w,1964-06-13 00:00:00,9,Siemensstraße,26,881,1
721,Ivan,Behrens,behrens_ivan@web.de,m,1989-06-07 00:00:00,3,An der Kommandantur,1,2520,0
722,Tobias,Rademacher,rademachertobias@web.de,m,1996-07-14 00:00:00,13,Außenliegend 25,11,2037,0
723,Axel,Heinrichs,axelheinrichs@web.de,m,1985-03-11 00:00:00,,Kirchstraße,24,2794,0
724,Merlin,Sievers,msievers1997@gmail.com,m,1997-08-23 00:00:00,10,An St. Peter,82,1526,0
725,Annabelle,Schuler,aschuler00@outlook.com,w,2000-05-12 00:00:00,12,Unterm Bau,90,66,1
